d1_1,d1_2,d1_3,d1_4,d2,d3,d4,d5,d6,d7,d8,d9_a1_b1,d9_a1_b2,d9_a2_b1,d9_a2_b2,d9_a3_b1,d9_a3_b2,d9_a4_b1,d9_a4_b2,d10,ride_match,comfort,safety
1,1,1,1,0.0,2.0,1.0,1,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.85,11.6,25.0
0,1,1,0,2.0,2.0,2.0,0,0,0,2,1,1,1.0,1.0,,,,,0,0.88,14.8,22.0
1,1,1,1,0.0,2.0,2.0,0,1,1,2,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1,0.85,13.2,25.0
1,1,1,1,2.0,1.0,2.0,0,2,0,0,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1,0.88,12.9,23.0
1,1,1,1,2.0,2.0,1.0,1,2,1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.91,11.8,24.0
1,1,1,1,1.0,0.0,2.0,0,0,2,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1,0.81,10.1,21.0
1,0,1,1,0.0,0.0,2.0,1,2,2,0,0,1,0.0,1.0,1.0,1.0,,,0,0.87,9.8,22.0
1,1,1,0,0.0,0.0,0.0,0,2,1,2,1,1,1.0,1.0,1.0,1.0,,,0,0.85,14.4,24.0
1,1,0,1,1.0,2.0,,2,0,2,1,0,1,1.0,1.0,1.0,0.0,,,1,0.81,12.2,23.0
1,1,0,0,2.0,1.0,,1,1,0,2,1,1,1.0,1.0,,,,,0,0.88,14.7,23.0
1,1,1,1,1.0,2.0,2.0,1,2,1,0,1,1,0.0,1.0,0.0,1.0,1.0,0.0,1,0.79,13.3,21.0
1,1,1,1,0.0,0.0,0.0,1,0,1,2,1,0,1.0,1.0,0.0,1.0,1.0,0.0,2,0.85,11.6,24.0
1,1,1,0,1.0,0.0,1.0,0,0,0,0,1,0,1.0,1.0,0.0,1.0,,,0,0.76,13.5,20.0
1,1,1,1,0.0,2.0,1.0,1,1,2,0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.87,10.7,22.0
1,1,1,1,2.0,2.0,0.0,1,0,2,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0.93,7.1,21.0
1,1,1,0,2.0,2.0,2.0,1,1,1,2,1,1,1.0,0.0,0.0,1.0,,,1,0.91,12.6,22.0
1,1,1,0,1.0,1.0,0.0,2,0,0,2,1,1,0.0,1.0,0.0,1.0,,,1,0.76,15.6,21.0
1,0,1,1,2.0,0.0,1.0,0,2,0,0,0,1,1.0,0.0,1.0,0.0,,,0,0.88,11.0,22.0
1,0,1,1,2.0,2.0,0.0,1,2,0,2,1,0,1.0,1.0,1.0,1.0,,,2,0.88,13.0,22.0
0,1,1,1,2.0,0.0,2.0,0,0,1,1,1,0,1.0,0.0,0.0,1.0,,,1,0.91,12.8,23.0
1,1,1,1,2.0,1.0,2.0,2,1,2,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.93,11.0,23.0
1,1,1,1,1.0,0.0,2.0,2,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,1.0,1,0.76,16.8,23.0
0,0,1,1,1.0,0.0,0.0,2,0,2,2,1,1,0.0,1.0,,,,,0,0.81,13.8,22.0
1,1,1,0,1.0,1.0,1.0,0,1,0,0,1,1,1.0,0.0,1.0,1.0,,,2,0.76,13.6,22.0
1,1,1,1,2.0,0.0,1.0,2,1,2,1,1,0,1.0,1.0,0.0,1.0,1.0,0.0,2,0.93,11.8,22.0
1,1,1,1,2.0,0.0,2.0,0,1,2,2,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0,0.93,13.3,23.0
1,1,1,1,0.0,1.0,0.0,0,0,2,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,2,0.87,8.4,22.0
0,0,1,1,2.0,1.0,0.0,0,0,0,2,1,1,1.0,1.0,,,,,2,0.88,14.8,22.0
0,0,1,1,1.0,0.0,1.0,1,1,1,2,0,1,1.0,1.0,,,,,1,0.79,14.3,23.0
1,0,1,1,2.0,0.0,2.0,1,2,2,0,1,1,1.0,0.0,1.0,0.0,,,1,0.93,9.3,22.0
1,0,1,1,2.0,0.0,1.0,2,0,0,0,1,1,1.0,0.0,1.0,0.0,,,1,0.88,12.5,22.0
0,1,1,0,0.0,2.0,1.0,0,1,0,2,1,1,1.0,1.0,,,,,1,0.82,14.5,22.0
0,1,1,1,1.0,1.0,2.0,0,1,0,2,1,0,1.0,0.0,1.0,1.0,,,0,0.76,17.6,20.0
0,1,1,1,0.0,2.0,1.0,0,2,0,2,0,1,1.0,0.0,0.0,1.0,,,1,0.82,12.6,23.0
1,1,1,1,1.0,1.0,0.0,2,1,2,2,1,0,0.0,1.0,1.0,1.0,0.0,1.0,1,0.81,11.2,21.0
1,0,1,1,2.0,0.0,2.0,0,1,0,0,1,0,1.0,1.0,1.0,0.0,,,1,0.88,11.1,22.0
0,0,1,1,1.0,2.0,1.0,1,2,0,2,1,1,1.0,0.0,,,,,1,0.76,16.8,21.0
0,1,0,1,1.0,0.0,,1,2,2,1,1,0,0.0,1.0,,,,,1,0.81,11.4,22.0
1,1,1,1,1.0,1.0,0.0,0,0,1,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,2,0.79,15.9,21.0
0,1,1,1,0.0,2.0,0.0,2,0,2,1,1,1,1.0,0.0,0.0,1.0,,,1,0.87,9.6,23.0
1,0,1,0,2.0,1.0,0.0,0,2,2,2,1,0,1.0,0.0,,,,,0,0.93,11.9,22.0
1,1,1,1,2.0,1.0,0.0,2,0,2,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,2,0.93,9.9,23.0
1,0,0,0,2.0,2.0,,1,0,0,0,0,1,,,,,,,0,0.88,12.8,22.0
1,1,0,0,1.0,0.0,,0,0,2,0,1,0,0.0,1.0,,,,,1,0.81,10.3,22.0
1,1,1,1,1.0,2.0,1.0,1,1,0,0,1,0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.76,13.1,22.0
1,1,1,0,0.0,1.0,1.0,1,1,2,1,0,1,0.0,1.0,1.0,0.0,,,1,0.87,8.7,22.0
0,1,1,1,1.0,2.0,0.0,2,1,2,0,0,1,0.0,1.0,1.0,0.0,,,2,0.81,11.8,20.0
0,1,1,0,1.0,2.0,2.0,0,1,0,1,1,1,1.0,1.0,,,,,0,0.76,14.9,22.0
0,1,1,1,0.0,0.0,0.0,1,1,2,1,0,1,1.0,0.0,0.0,1.0,,,2,0.87,9.4,23.0
1,1,1,1,2.0,2.0,2.0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.88,13.6,22.0
1,1,1,0,1.0,2.0,1.0,0,1,1,0,1,0,1.0,1.0,0.0,1.0,,,0,0.79,13.9,22.0
1,1,1,1,0.0,0.0,0.0,0,0,0,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,2,0.82,11.1,21.0
1,1,1,1,0.0,1.0,0.0,0,2,1,2,1,0,0.0,1.0,1.0,1.0,0.0,1.0,0,0.85,11.3,23.0
0,0,1,1,1.0,2.0,0.0,0,2,1,2,1,0,1.0,0.0,,,,,2,0.79,15.4,22.0
1,0,1,1,2.0,2.0,0.0,0,2,2,1,1,1,1.0,0.0,1.0,1.0,,,0,0.93,11.4,24.0
0,1,1,1,0.0,1.0,1.0,1,2,0,1,1,0,1.0,0.0,1.0,0.0,,,0,0.82,11.1,24.0
0,1,1,1,0.0,1.0,0.0,1,0,1,1,1,1,0.0,1.0,1.0,0.0,,,0,0.85,13.1,22.0
0,0,1,1,2.0,1.0,1.0,1,1,1,2,1,1,1.0,0.0,,,,,0,0.91,12.9,24.0
1,1,1,0,1.0,0.0,2.0,0,2,0,1,1,0,1.0,1.0,1.0,1.0,,,0,0.76,15.5,21.0
0,1,1,0,1.0,0.0,1.0,1,0,2,2,1,0,1.0,1.0,,,,,2,0.81,14.3,22.0
1,1,0,1,2.0,2.0,,0,1,1,0,1,1,1.0,0.0,1.0,0.0,,,1,0.91,9.8,24.0
1,1,1,0,2.0,2.0,2.0,2,1,2,0,1,1,1.0,1.0,0.0,1.0,,,0,0.93,8.8,23.0
1,0,1,1,1.0,0.0,0.0,2,0,0,0,1,0,1.0,1.0,0.0,1.0,,,1,0.76,13.4,22.0
1,1,1,1,1.0,1.0,0.0,0,1,0,0,0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,0.76,14.0,20.0
1,0,0,0,0.0,1.0,,1,1,1,1,1,1,,,,,,,0,0.85,11.2,23.0
0,0,1,1,0.0,1.0,0.0,1,1,1,1,1,0,1.0,1.0,,,,,1,0.85,13.0,22.0
1,0,1,1,2.0,1.0,0.0,2,1,2,1,1,0,0.0,1.0,0.0,1.0,,,2,0.93,11.8,24.0
0,1,1,1,0.0,2.0,0.0,0,0,0,1,1,1,0.0,1.0,1.0,1.0,,,1,0.82,12.5,23.0
1,0,1,0,0.0,2.0,1.0,0,2,0,1,0,1,1.0,0.0,,,,,0,0.82,9.4,21.0
1,0,1,0,2.0,1.0,1.0,0,2,2,2,1,1,1.0,1.0,,,,,2,0.93,12.4,21.0
1,1,1,1,0.0,0.0,1.0,1,1,2,2,0,1,1.0,1.0,1.0,0.0,1.0,0.0,2,0.87,10.8,22.0
1,1,1,1,2.0,2.0,1.0,0,1,2,0,1,0,0.0,1.0,1.0,1.0,0.0,1.0,1,0.93,8.2,23.0
1,1,1,0,0.0,0.0,0.0,0,2,2,2,0,1,0.0,1.0,1.0,1.0,,,2,0.87,10.7,22.0
1,1,1,0,1.0,0.0,2.0,1,2,0,2,1,1,0.0,1.0,1.0,0.0,,,2,0.76,16.6,20.0
1,1,1,1,2.0,0.0,0.0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,2,0.91,12.8,21.0
1,0,1,0,1.0,1.0,0.0,2,1,0,1,0,1,1.0,0.0,,,,,0,0.76,14.6,22.0
1,1,0,1,0.0,0.0,,1,1,1,0,1,0,0.0,1.0,0.0,1.0,,,1,0.85,10.0,23.0
1,1,1,0,2.0,0.0,1.0,0,1,2,0,0,1,1.0,0.0,0.0,1.0,,,0,0.93,8.0,21.0
1,1,1,1,0.0,0.0,0.0,0,1,0,0,1,0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.82,11.5,23.0
1,1,1,0,2.0,0.0,1.0,0,2,2,0,1,1,1.0,0.0,1.0,1.0,,,1,0.93,8.5,22.0
1,0,1,1,0.0,1.0,2.0,1,0,1,1,1,1,1.0,1.0,0.0,1.0,,,0,0.85,10.8,22.0
1,1,1,0,1.0,0.0,1.0,2,1,2,1,0,1,1.0,1.0,1.0,1.0,,,1,0.81,13.0,23.0
1,1,1,0,2.0,2.0,1.0,1,0,1,0,1,0,1.0,1.0,1.0,0.0,,,0,0.91,11.6,23.0
1,1,1,0,2.0,0.0,2.0,2,1,0,0,1,1,0.0,1.0,1.0,0.0,,,2,0.88,11.5,22.0
0,0,1,1,0.0,1.0,0.0,1,0,1,1,0,1,1.0,0.0,,,,,2,0.85,11.8,23.0
1,1,1,1,0.0,2.0,2.0,2,1,2,0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,0,0.87,8.1,21.0
1,1,1,0,0.0,2.0,2.0,1,2,0,0,1,1,1.0,1.0,1.0,0.0,,,0,0.82,11.8,22.0
1,1,1,1,2.0,2.0,2.0,2,0,0,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.88,13.3,22.0
0,0,1,1,2.0,1.0,2.0,0,1,1,0,1,0,1.0,1.0,,,,,1,0.91,10.8,24.0
0,1,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,,,2,0.76,13.8,22.0
1,1,1,1,2.0,0.0,0.0,0,1,2,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,0.93,9.6,21.0
1,1,1,1,1.0,0.0,2.0,1,2,2,1,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.81,12.4,22.0
1,0,1,0,1.0,0.0,2.0,1,1,0,0,1,0,0.0,1.0,,,,,0,0.76,13.5,21.0
0,1,1,1,2.0,0.0,0.0,0,1,0,2,1,0,1.0,0.0,0.0,1.0,,,0,0.88,14.6,23.0
0,1,1,1,2.0,2.0,1.0,0,0,1,1,1,1,1.0,0.0,1.0,1.0,,,2,0.91,12.7,23.0
0,0,0,1,1.0,0.0,,0,2,0,0,0,1,,,,,,,0,0.76,14.5,23.0
1,0,1,0,1.0,2.0,0.0,0,0,1,1,0,1,1.0,0.0,,,,,2,0.79,14.8,22.0
1,1,0,1,0.0,1.0,,2,0,2,0,0,1,1.0,0.0,0.0,1.0,,,1,0.87,7.8,22.0
0,1,1,1,0.0,0.0,1.0,2,1,2,0,1,1,1.0,0.0,0.0,1.0,,,2,0.87,7.8,22.0
0,1,1,0,1.0,1.0,1.0,1,2,0,0,1,0,1.0,0.0,,,,,2,0.76,13.7,23.0
1,0,1,1,0.0,1.0,0.0,0,1,0,1,1,1,1.0,1.0,0.0,1.0,,,0,0.82,12.6,21.0
1,1,1,1,2.0,1.0,1.0,1,1,2,1,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.93,9.2,23.0
0,1,1,1,1.0,1.0,0.0,2,1,2,1,0,1,1.0,1.0,1.0,0.0,,,0,0.81,13.6,21.0
1,1,0,1,1.0,2.0,,0,0,1,2,1,1,1.0,1.0,1.0,0.0,,,1,0.79,14.4,23.0
1,0,1,1,2.0,2.0,2.0,0,1,1,1,1,1,1.0,0.0,1.0,0.0,,,1,0.91,12.9,24.0
1,1,1,1,1.0,2.0,0.0,1,2,1,2,1,0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.79,14.6,21.0
1,1,1,1,0.0,0.0,0.0,2,1,1,0,1,0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.85,9.4,23.0
1,1,1,1,2.0,2.0,0.0,0,1,0,2,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0,0.88,11.7,22.0
0,1,1,1,2.0,2.0,2.0,1,1,2,1,1,0,1.0,1.0,0.0,1.0,,,2,0.93,10.9,21.0
